epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,5495.81,0.31869,0.23989,1.14012,0.99834,1,0.995,0.9831,0.24561,0.19039,1.08163,0.000212349,0.000212349,0.000212349
88,5558.77,0.32306,0.24107,1.14997,0.99935,1,0.995,0.98917,0.21955,0.17809,1.05799,0.000198202,0.000198202,0.000198202
89,5621.71,0.32463,0.24213,1.14437,0.99805,1,0.995,0.98635,0.24158,0.19014,1.07226,0.000184055,0.000184055,0.000184055
90,5684.21,0.31406,0.23319,1.13776,0.9984,0.99709,0.995,0.98381,0.23675,0.18924,1.06745,0.000169908,0.000169908,0.000169908
91,5749.44,0.20306,0.17281,0.98415,0.99885,1,0.995,0.98593,0.23158,0.18692,1.06403,0.000155761,0.000155761,0.000155761
92,5812.89,0.19858,0.16975,0.98359,0.99964,1,0.995,0.98988,0.19982,0.16814,1.04579,0.000141614,0.000141614,0.000141614
93,5875.91,0.19491,0.16877,0.98094,0.99964,0.99851,0.995,0.99091,0.20079,0.16492,1.05012,0.000127467,0.000127467,0.000127467
94,5938.46,0.19394,0.16621,0.98887,0.99901,0.99981,0.995,0.99216,0.19755,0.16535,1.04844,0.00011332,0.00011332,0.00011332
95,6002.23,0.1949,0.16893,0.98674,0.99948,1,0.995,0.98981,0.20344,0.16747,1.04754,9.91726e-05,9.91726e-05,9.91726e-05
96,6065.03,0.1907,0.16465,0.98151,0.99929,1,0.995,0.99081,0.21099,0.1657,1.05218,8.50255e-05,8.50255e-05,8.50255e-05
97,6127.79,0.18791,0.16277,0.97787,0.99946,1,0.995,0.98958,0.21,0.16737,1.05198,7.08784e-05,7.08784e-05,7.08784e-05
98,6190.24,0.18721,0.16024,0.98588,0.99964,1,0.995,0.99045,0.20216,0.16204,1.04852,5.67313e-05,5.67313e-05,5.67313e-05
99,6254.09,0.1849,0.15956,0.97853,0.99958,1,0.995,0.99018,0.21298,0.16522,1.05279,4.25842e-05,4.25842e-05,4.25842e-05
100,6317.06,0.18454,0.15985,0.97614,0.99961,1,0.995,0.99049,0.2057,0.16236,1.04864,2.84371e-05,2.84371e-05,2.84371e-05
